cluster,cluster_final,coc_number,coc_name,density,land_area,weighted_estimate_median_gross_rent,weighted_income,rent_pct_income,estimated_pop_2016,
Property_crime_rate,Total_Year_Round_Beds,total_homeless,homeless_individuals,homeless_people_in_families,CoC_program_funding,Other_program_funding,Total_funding,empty,other_fed_funding
1,1a,NY-600,New York City CoC,27959.56055,302.65,1328.60446,10062.74049,0.631159787,8461961,1718.2,76865,76501,31124,45377,103229020.8,142281059.1,245510079.9,0,1121390.03
1,1a,CA-600,Los Angeles City & County CoC,2337.819315,3954.17,1264,12164,0.801951477,9244135,2128.1,15225,55188,47082,8106,107398460.1,161416728.8,268815188.9,0,16964337
1,1a,DC-500,District of Columbia CoC,10794.57821,61.05,1362,10076,0.61649535,659009,5012.5,7402,7473,3583,3890,23994458.72,29923614.42,53918073.14,0,19236606
1,1a,CA-501,San Francisco CoC,18141.2844,46.87,1632,12883,0.657832925,850282,5303.2,2759,6858,6257,601,31170400.43,32679302,63849702.43,0,3070517
1,1a,MA-500,Boston CoC,13943.33057,48.28,1343,8205,0.50912137,673184,2638.9,5905,6135,2492,3643,33169205.67,50617414,83786619.67,0,1200548
1,1a,PA-500,Philadelphia CoC,11632.64728,134.1,943,6911,0.610728172,1559938,3387.7,5324,5693,3341,2352,35593330.95,45699832,81293162.95,0,3515967
1,1a,IL-510,Chicago CoC,11883.13491,227.63,999,10977,0.915665666,2704958,3133.2,5138,5657,3724,1933,61966380.2,109408886.4,171375266.6,0,2923523
1,1a,MD-501,Baltimore City CoC,7672.349889,80.94,974,7753,0.663329911,621000,4718.4,2429,2669,2178,491,20845154,31860727,52705881,0,4114001
1,1a,CA-606,Long Beach CoC,9348.379399,50.29,1264,12164,0.801951477,470130,2640.1,600,1863,1646,217,9168566.92,10823271,19991837.92,0,3901060
1,1a,NJ-506,Jersey City/Bayonne/Hudson County CoC,14473.39251,46.19,1247,11363,0.759355787,668526,1630.7,377,822,668,154,4902193.7,11856827.86,16759021.56,0,0
1,1a,MA-502,Lynn CoC,8631.005587,10.74,1102,13877,1.049379915,92697,1857.1,539,582,151,431,1259596.93,5280646,6540242.93,0,76752
1,1a,MA-509,Cambridge CoC,17316.27543,6.39,1386,17522,1.053511304,110651,2412.2,432,530,395,135,4015983.69,1180292,5196275.69,0,0
4,2a,FL-600,Miami/Dade County CoC,1404.010075,1897.72,1143,9132,0.665791776,2664418,4832.7,3009,3721,2546,1175,26442289.97,59350917,85793206.97,0,1607546
